id;x;y;z;shape;color;size
SEKER;1.23383840553076;34791;0.989480037940847;3;FFFF00;34425
SEKER;1.20040553979378;34908;0.986249570299072;3;FFFF00;34428
SEKER;1.19166082418044;34826;0.988945041061276;3;FFFF00;34441
SEKER;1.2507546422434;34874;0.987641222687389;3;FFFF00;34443
SEKER;1.15234916128842;34853;0.988351074512954;3;FFFF00;34447
SEKER;1.38487038937024;34691;0.993370038338474;3;FFFF00;34461
SEKER;1.20505548258546;34747;0.991999309292889;3;FFFF00;34469
SEKER;1.15925510245688;34774;0.991372864784034;3;FFFF00;34474
SEKER;1.32173248748634;34878;0.988445438385228;3;FFFF00;34475
SEKER;1.23942610242615;35051;0.983795041510941;3;FFFF00;34483
SEKER;1.2365432756829;34829;0.990295443452295;3;FFFF00;34491
SEKER;1.27247897760141;34885;0.989049734843056;3;FFFF00;34503
SEKER;1.20642047826618;34776;0.992322291235335;3;FFFF00;34509
SEKER;1.14856857616519;34830;0.991128337639966;3;FFFF00;34521
SEKER;1.22232616952505;34878;0.989821664086244;3;FFFF00;34523
SEKER;1.07057790770372;35057;0.98502438885244;3;FFFF00;34532
SEKER;1.25482719823909;34826;0.991873887325561;3;FFFF00;34543
SEKER;1.17014203935008;34827;0.991845407298935;3;FFFF00;34543
SEKER;1.23601335866279;34848;0.992711202938476;3;FFFF00;34594
SEKER;1.21515049192018;34919;0.990864572295885;3;FFFF00;34600
SEKER;1.16331648224705;35048;0.987246062542798;3;FFFF00;34601
SEKER;1.26129331154638;35010;0.988917452156527;3;FFFF00;34622
SEKER;1.17927895857315;34965;0.99021879021879;3;FFFF00;34623
SEKER;1.21746475363316;34913;0.991779566350643;3;FFFF00;34626
SEKER;1.22905782047377;34915;0.991808678218531;3;FFFF00;34629
SEKER;1.19197043586631;34953;0.990787629101937;3;FFFF00;34631
SEKER;1.16792926430316;34929;0.991582925362879;3;FFFF00;34635
SEKER;1.24610119931333;34989;0.989968275743805;3;FFFF00;34638
SEKER;1.15301661628418;35034;0.989495918250842;3;FFFF00;34666
SEKER;1.25547490253619;35015;0.990175639011852;3;FFFF00;34671
SEKER;1.16011635916607;34982;0.991252644217026;3;FFFF00;34676
SEKER;1.20927170991451;34941;0.99253026530437;3;FFFF00;34680
SEKER;1.23286490024189;35154;0.987085395687546;3;FFFF00;34700
SEKER;1.20341110425701;35025;0.990806566738044;3;FFFF00;34703
SEKER;1.16703732184203;34999;0.992085488156805;3;FFFF00;34722
SEKER;1.1815194955781;35043;0.991039579944639;3;FFFF00;34729
SEKER;1.17779438783249;35019;0.991833004940175;3;FFFF00;34733
SEKER;1.24275637857978;35043;0.991553234597495;3;FFFF00;34747
SEKER;1.10396686366462;35046;0.991496889801975;3;FFFF00;34748
SEKER;1.12426761302141;35091;0.990282408594796;3;FFFF00;34750
SEKER;1.20638293586274;35150;0.988819345661451;3;FFFF00;34757
SEKER;1.19104107279801;35171;0.988342668675898;3;FFFF00;34761
SEKER;1.21561554109613;35054;0.991784104524448;3;FFFF00;34766
SEKER;1.19981189550743;35163;0.988851918209482;3;FFFF00;34771
SEKER;1.17346722121332;35103;0.990570606500869;3;FFFF00;34772
SEKER;1.1781907290334;35139;0.989612681066621;3;FFFF00;34774
SEKER;1.19834681149182;35126;0.990349029209133;3;FFFF00;34787
SEKER;1.17337821889707;35231;0.987539382929806;3;FFFF00;34792
SEKER;1.27004819395043;35187;0.988831102395771;3;FFFF00;34794
SEKER;1.26244210102268;35052;0.992639507018145;3;FFFF00;34794
SEKER;1.15858982001718;35120;0.990888382687927;3;FFFF00;34800
SEKER;1.2105601160947;35137;0.991575831744315;3;FFFF00;34841
SEKER;1.126890634023;35122;0.991999316667616;3;FFFF00;34841
SEKER;1.25716729898193;35229;0.989156660705669;3;FFFF00;34847
SEKER;1.19549139056199;35119;0.992340328597056;3;FFFF00;34850
SEKER;1.13733197746441;35256;0.988909689130928;3;FFFF00;34865
SEKER;1.1433722585883;35188;0.991190178469933;3;FFFF00;34878
SEKER;1.18224869930071;35217;0.990373967118153;3;FFFF00;34878
SEKER;1.25369126253921;35298;0.988129639073035;3;FFFF00;34879
SEKER;1.12536544155583;35258;0.989250666515401;3;FFFF00;34879
SEKER;1.2373860927502;35219;0.990431301286238;3;FFFF00;34882
SEKER;1.21337211360647;35182;0.991501335910409;3;FFFF00;34883
SEKER;1.14265830466272;35227;0.990575410906407;3;FFFF00;34895
SEKER;1.24289736002754;35252;0.990326789969363;3;FFFF00;34911
SEKER;1.21432990352218;35204;0.991677082149756;3;FFFF00;34911
SEKER;1.19261488518919;35245;0.990551851326429;3;FFFF00;34912
SEKER;1.42215312168177;37992;0.919246157085702;0;FFFF00;34924
SEKER;1.18811951710377;35445;0.985583298067428;3;FFFF00;34934
SEKER;1.20812722250216;35353;0.988204678527989;3;FFFF00;34936
SEKER;1.23969789147291;35231;0.991882149243564;3;FFFF00;34945
SEKER;1.20068605887696;35254;0.991603789640892;3;FFFF00;34958
SEKER;1.26395207990035;35342;0.989191330428385;3;FFFF00;34960
SEKER;1.27237185085696;35218;0.992901357260492;3;FFFF00;34968
SEKER;1.31732788209312;35858;0.975179876178259;0;FFFF00;34968
SEKER;1.23887531157339;35269;0.991550653548442;3;FFFF00;34971
SEKER;1.2177554171259;35276;0.991609025966663;3;FFFF00;34980
SEKER;1.25970664520394;35298;0.991415944246133;3;FFFF00;34995
SEKER;1.20369580563442;35293;0.992321423511745;3;FFFF00;35022
SEKER;1.20531784068987;35369;0.990443608809975;3;FFFF00;35031
SEKER;1.14006648146683;35380;0.990446579988694;3;FFFF00;35042
SEKER;1.17371751849762;35349;0.991513196978698;3;FFFF00;35049
SEKER;1.18376627898574;35314;0.992779067791811;3;FFFF00;35059
SEKER;1.11491364240052;35579;0.985468956406869;3;FFFF00;35062
SEKER;1.17384966845883;35356;0.991797714673606;3;FFFF00;35066
SEKER;1.22499862846381;35563;0.986109158394961;3;FFFF00;35069
SEKER;1.23200867357414;35395;0.991128690493007;3;FFFF00;35081
SEKER;1.17809071044844;35513;0.987891757947794;3;FFFF00;35083
SEKER;1.16203634429919;35477;0.988894213152183;3;FFFF00;35083
SEKER;1.35236081080936;35658;0.983930674743396;3;FFFF00;35085
SEKER;1.2589049950633;35477;0.989006962257237;3;FFFF00;35087
SEKER;1.14073381091925;35466;0.989426492979191;3;FFFF00;35091
SEKER;1.20701553594109;35452;0.989817217646395;3;FFFF00;35091
SEKER;1.20717911560031;35508;0.988650444970148;3;FFFF00;35105
SEKER;1.19406272307943;35503;0.988817846379179;3;FFFF00;35106
SEKER;1.22696992249331;35445;0.99043588658485;3;FFFF00;35106
SEKER;1.20012550494388;35481;0.989881908627153;3;FFFF00;35122
SEKER;1.21468632867181;35457;0.990580139323688;3;FFFF00;35123
SEKER;1.16551566035363;35376;0.992989597467209;3;FFFF00;35128
SEKER;1.27796011227238;35473;0.990330674033772;3;FFFF00;35130
SEKER;1.22835453365145;35466;0.990554333728078;3;FFFF00;35131
SEKER;1.14301508102468;35360;0.993608597285068;3;FFFF00;35134
SEKER;1.32692390968661;35444;0.991564157544295;3;FFFF00;35145
SEKER;1.27481723237282;35509;0.989861725196429;3;FFFF00;35149
SEKER;1.18283654171942;35450;0.991875881523272;3;FFFF00;35162
SEKER;1.21050688021179;35463;0.99159687561684;3;FFFF00;35165
SEKER;1.14729967969899;35707;0.985100960595962;3;FFFF00;35175
SEKER;1.24085025680151;35499;0.990901152145131;3;FFFF00;35176
SEKER;1.20066872525139;35535;0.990797804981005;3;FFFF00;35208
SEKER;1.2545920214601;35484;0.99258820877015;3;FFFF00;35221
SEKER;1.19016967492169;35537;0.991164138784928;3;FFFF00;35223
SEKER;1.21822733275329;35502;0.992535631795392;3;FFFF00;35237
SEKER;1.28400513095533;35599;0.990083991123346;3;FFFF00;35246
SEKER;1.22880296198862;35605;0.989945232411178;3;FFFF00;35247
SEKER;1.12705367372064;35676;0.98817131965467;3;FFFF00;35254
SEKER;1.22787810298843;35577;0.991061640947803;3;FFFF00;35259
SEKER;1.1990349753903;35619;0.990258008366321;3;FFFF00;35272
SEKER;1.1773621195826;35637;0.989757835957011;3;FFFF00;35272
SEKER;1.26369266127322;35527;0.992963098488474;3;FFFF00;35277
SEKER;1.11521057832576;35589;0.991401837646464;3;FFFF00;35283
SEKER;1.1120032271879;35627;0.990456676116429;3;FFFF00;35287
SEKER;1.20287525622058;35608;0.991013255448214;3;FFFF00;35288
SEKER;1.26169154692478;35640;0.990460157126824;3;FFFF00;35300
SEKER;1.23693726222449;35644;0.990405117270789;3;FFFF00;35302
SEKER;1.22166847349473;35737;0.987883705963008;3;FFFF00;35304
SEKER;1.20733295593515;35743;0.987969672383404;3;FFFF00;35313
SEKER;1.25647107250384;35637;0.990992507786851;3;FFFF00;35316
SEKER;1.20440063539889;35670;0.990215867675918;3;FFFF00;35321
SEKER;1.22197746633234;35655;0.990884868882345;3;FFFF00;35330
SEKER;1.16451944428752;35671;0.990636651621766;3;FFFF00;35337
SEKER;1.14856509369031;35669;0.990720233255768;3;FFFF00;35338
SEKER;1.16202992045552;35667;0.990803824263325;3;FFFF00;35339
SEKER;1.21842459443343;35807;0.987069567403022;3;FFFF00;35344
SEKER;1.18940505323876;35760;0.988590604026846;3;FFFF00;35352
SEKER;1.22513395504504;35726;0.989587415327773;3;FFFF00;35354
SEKER;1.24961755401894;35666;0.991252172937812;3;FFFF00;35354
SEKER;1.09569225017629;35761;0.988898520734879;3;FFFF00;35364
SEKER;1.24194488210582;35693;0.991118706749223;3;FFFF00;35376
SEKER;1.25532865561164;35712;0.990619399641577;3;FFFF00;35377
SEKER;1.23222697297844;35698;0.991203989018993;3;FFFF00;35384
SEKER;1.18256104320011;35696;0.991763783056925;3;FFFF00;35402
SEKER;1.21312411038672;35713;0.99131968750875;3;FFFF00;35403
SEKER;1.29584728635583;35765;0.990018174192646;3;FFFF00;35408
SEKER;1.15760601990597;35997;0.983693085534906;3;FFFF00;35410
SEKER;1.15186497262056;35693;0.992127307875494;3;FFFF00;35412
SEKER;1.2456828994679;35729;0.991183632343475;3;FFFF00;35414
SEKER;1.20972814688256;35757;0.990910870598764;3;FFFF00;35432
SEKER;1.15034827204217;35804;0.989749748631438;3;FFFF00;35437
SEKER;1.20375480414243;35726;0.991938644124727;3;FFFF00;35438
SEKER;1.21709558181501;35725;0.991966410076977;3;FFFF00;35438
SEKER;1.24012277427431;36046;0.983243633135438;3;FFFF00;35442
SEKER;1.1577464235033;35791;0.99024894526557;3;FFFF00;35442
SEKER;1.23076062269364;35744;0.991774843330349;3;FFFF00;35450
SEKER;1.22766982365252;35744;0.991886750223814;3;FFFF00;35454
SEKER;1.13894533978074;35845;0.989454596177989;3;FFFF00;35467
SEKER;1.28460963810124;35874;0.988821988069354;3;FFFF00;35473
SEKER;1.25155863355567;35754;0.992364490686357;3;FFFF00;35481
SEKER;1.1541502825974;35887;0.989188285451556;3;FFFF00;35499
SEKER;1.26500247092579;35835;0.990846937351751;3;FFFF00;35507
SEKER;1.13961546028086;35799;0.991927148803039;3;FFFF00;35510
SEKER;1.09792138888577;36641;0.969160230343058;3;FFFF00;35511
SEKER;1.19957420464875;35881;0.989855355201917;3;FFFF00;35517
SEKER;1.17983849338748;35820;0.991959798994975;3;FFFF00;35532
SEKER;1.17888686826297;35921;0.989226357840817;3;FFFF00;35534
SEKER;1.34242290409364;35853;0.991242016009818;3;FFFF00;35539
SEKER;1.1907677830848;35949;0.988734039889844;3;FFFF00;35544
SEKER;1.25220933222563;36021;0.987063102079343;3;FFFF00;35555
SEKER;1.13999015403917;35922;0.990061800567897;3;FFFF00;35565
SEKER;1.21798274313163;35977;0.989215332017678;3;FFFF00;35589
SEKER;1.32397881386533;36045;0.987598834789846;3;FFFF00;35598
SEKER;1.2760763228221;35941;0.990567875128683;3;FFFF00;35602
SEKER;1.32915707623826;35968;0.989907695729537;3;FFFF00;35605
SEKER;1.27271170942892;35997;0.989193543906437;3;FFFF00;35608
SEKER;1.16753723786571;36002;0.989083939781123;3;FFFF00;35609
SEKER;1.20947951258753;35888;0.992253678109675;3;FFFF00;35610
SEKER;1.19351521945123;36004;0.989195644928341;3;FFFF00;35615
SEKER;1.21688047978269;36006;0.9896683886019;3;FFFF00;35634
SEKER;1.20162406976624;35993;0.990387019698275;3;FFFF00;35647
SEKER;1.22779942278315;35927;0.992206418570991;3;FFFF00;35647
SEKER;1.13846767475334;36002;0.990278317871229;3;FFFF00;35652
SEKER;1.28263118837609;36078;0.988746604578968;3;FFFF00;35672
SEKER;1.22439318761202;36120;0.987735326688815;3;FFFF00;35677
SEKER;1.17191543074612;35991;0.991358950848823;3;FFFF00;35680
SEKER;1.23432371813471;36188;0.986045097822483;3;FFFF00;35683
SEKER;1.24178208362419;35953;0.992518009623675;3;FFFF00;35684
SEKER;1.22235651305387;36122;0.988040529317314;3;FFFF00;35690
SEKER;1.24966878723564;36059;0.9897667711251;3;FFFF00;35690
SEKER;1.15918716780563;35997;0.991554851793205;3;FFFF00;35693
SEKER;1.22955727730422;36104;0.988782406381564;3;FFFF00;35699
SEKER;1.19878161972617;36067;0.989879945656694;3;FFFF00;35702
SEKER;1.21977462777661;36029;0.990951733325932;3;FFFF00;35703
SEKER;1.16385910676121;35987;0.992108261316587;3;FFFF00;35703
SEKER;1.27801933932645;35994;0.991943101628049;3;FFFF00;35704
SEKER;1.23063826769856;36074;0.990186838165992;3;FFFF00;35720
SEKER;1.27353691685262;36024;0.991561181434599;3;FFFF00;35720
